SNO,EVENT_URL,EVENTID,EVENTNAME,LABEL,METHOD
401,https://www.meetup.com/CofoundersHouston/events/225877087/,225877087,Design-Usability-Marketing Friday Hibachi Luncheon-Networking,Social Events,2
402,https://www.meetup.com/1871-Hackers/events/102570522/,102570522,March Meetup - Testing,Talks by Domain Experts,2
403,https://www.meetup.com/owaspnyc/events/220077052/,cdrvjlytqbvb,NYC: Exploits & Innovation @ Goldman Sachs,Talks by Domain Experts,2
404,https://www.meetup.com/baltimore-python/events/239922789/,djjdpdywjbcc,Monthly Meetup,Talks by Domain Experts,2
405,https://www.meetup.com/The-Code-Pub-Stockholm/events/183631142/,183631142,The Code Pub 1-year anniversary,Talks by Domain Experts,2
406,https://www.meetup.com/PySprings/events/158719002/,158719002,Project Night: IRC Chat Bots,Hands-on Sessions,2
407,https://www.meetup.com/software_developer_study_group/events/219277404/,219277404,Bootstrap 3 for the New Year (Part 2 of 2),Hands-on Sessions,2
408,https://www.meetup.com/Web-Performance-SanDiego/events/232476879/,232476879,Double Header! Early Performance Testing & Improving Front-end Performance,Talks by Domain Experts,2
409,https://www.meetup.com/atlsoftwarecrafting/events/234091729/,234091729,Automation & Iterative Development,Talks by Domain Experts,2
410,https://www.meetup.com/devstaff/events/236518707/,236518707,Lightning Talks on a Range of Topics to Kick-Off 2017 !,Open Discussion,2
411,https://www.meetup.com/DigiTech-Wandsworth/events/240084592/,240084592,Monthly networking meeting,Social Events,2
412,https://www.meetup.com/Rhode-Island-SQL-Server-Users-Group/events/241787462/,241787462,Tool Time  Simple Tools to Make the Life of DBAs Easier by Jeff Moden,Talks by Domain Experts,2
413,https://www.meetup.com/GDG-Liverpool/events/242193174/,242193174,August - Test-driven development featuring Kotlin!,Talks by Domain Experts,2
414,https://www.meetup.com/Flatiron-School-Presents/events/248999135/,248999135,Alumni Panel at WeWork Dumbo Heights,Others,2
415,https://www.meetup.com/FileMaker-Indiana/events/214090862/,dwhqrkyspbjb,FMP URLs - How to take your FileMaker development to the next level,Talks by Domain Experts,2
416,https://www.meetup.com/Raspberry-Pi/events/236791026/,pmzdlmywcbqb,Raspberry Pi Toronto Meetup - Node.JS,Talks by Domain Experts,2
417,https://www.meetup.com/TC-TAG/events/58270712/,qlkbscyqhbvb,TCTAG Meeting,Talks by Domain Experts,2
418,https://www.meetup.com/Santiago-Startup-Founder-101/events/199006392/,199006392,Virtual Webinar: Get Feedback on Your Business Idea from Silicon Valley,Others,2
419,https://www.meetup.com/Software-Training-Technology-Workshops-STTW/events/234986677/,234986677,How to Start Your Own IT Business While Working a Full Time Job,Others,2
420,https://www.meetup.com/Netflix-Open-Source-Platform/events/219695454/,219695454,Season 3 Episode 1,Talks by Domain Experts,2
421,https://www.meetup.com/djangoboston/events/230159925/,230159925,Jeremy Bowman: Stealthy Django Deployments,Talks by Domain Experts,2
422,https://www.meetup.com/OCAndroid/events/41460852/,dhzdhcyppbvb,SoCalAndroid Hack Nights OCAndroid listing,Hands-on Sessions,2
423,https://www.meetup.com/fredlug/events/191805082/,qpwxfhysmbkc,BASH Scripting and REGEX Basic,Talks by Domain Experts,2
424,https://www.meetup.com/NYC-Magento-Developers/events/224263423/,224263423,Pre Meet Magento NY Hackathon,Competitions,1
425,https://www.meetup.com/LondonSalesforceDevelopers/events/117971282/,117971282,Save the Date: Heroku Fork-a-thon,Hands-on Sessions,1
426,https://www.meetup.com/girldevelopit/events/242429509/,242429509,Intro to JavaScript,Hands-on Sessions,1
427,https://www.meetup.com/Pgh-Tech/events/97250832/,97250832,Pitching and Presenting Workshop,Hands-on Sessions,1
428,https://www.meetup.com/SCUnityUsers/events/139404202/,139404202,October SCUUG Meetup,Open Discussion,1
429,https://www.meetup.com/ThoughtWorks-Hyderabad/events/239128585/,239128585,vodQA - Value Oriented Discussion about Quality Analysts,Open Discussion,1
430,https://www.meetup.com/SanDiegoPHP/events/179831622/,qctdzhyslbgb,PHP Study Group Meetup (Weekly),Open Discussion,1
431,https://www.meetup.com/Women-Who-Code-Austin/events/226502840/,tgzmjlytqbkb,Lightning Learning - Sponsored by Square Root and Capital Factory,Open Discussion,1
432,https://www.meetup.com/SGVTech/events/169432972/,169432972,SGVHAK visits PCC Fab Lab Open House,Others,1
433,https://www.meetup.com/Girl-Develop-It-Boston/events/153652922/,153652922,Tech in Motions Women in Tech Panel,Talks by Domain Experts,1
434,https://www.meetup.com/svandroid/events/188819952/,188819952,Android Developer Tools Showcase,Talks by Domain Experts,1
435,https://www.meetup.com/BoulderJavaUsersGroup/events/200573112/,200573112,Craig Walls - Whats new in Spring?,Talks by Domain Experts,1
436,https://www.meetup.com/Swagger-API/events/221677682/,221677682,NYC: Swagger in the API Lifecycle,Talks by Domain Experts,1
437,https://www.meetup.com/Papers-We-Love-Toronto/events/226167802/,226167802,#13 Raveesh Nagpal on An Error Model for Pointing Based on Fitts Law,Talks by Domain Experts,1
438,https://www.meetup.com/Node-JS-Boston/events/226324690/,226324690,OSDI HAL-JSON APIs and Robot SDKs with Electron,Talks by Domain Experts,1
439,https://www.meetup.com/NET-Open-Group/events/228010708/,228010708,Introduction to Neo4j graph database,Talks by Domain Experts,1
440,https://www.meetup.com/Medellin-Python-y-Django-Meetup/events/233856903/,233856903,Python + MongoDB and Inside the box: Python Memory Manager,Talks by Domain Experts,1
441,https://www.meetup.com/NYCIOT/events/234738811/,234738811,Crowdfunding & Developing Your IoT Product,Talks by Domain Experts,1
442,https://www.meetup.com/IoT-Peoria-Illinois/events/240017480/,240017480,Smart Manufacturing,Talks by Domain Experts,1
443,https://www.meetup.com/ChicagoRuby/events/21988641/,cfggsyppbcb,ChicagoRuby: Downtown - Fast Rails Tests,Talks by Domain Experts,1
444,https://www.meetup.com/Boston-Haskell/events/184313402/,dpzkwhyskbvb,Talks by Paul Chiusano and Ed Kmett,Talks by Domain Experts,1
445,https://www.meetup.com/sarubycoders/events/228864675/,lztwllyvfbpc,SA Coders Monthly Meetup,Talks by Domain Experts,1
446,https://www.meetup.com/Hackers-and-Founders-Amsterdam-NL/events/240159028/,mrnxkmywlbfb,Hackers & Founders (Amsterdam NL) Meetup,Talks by Domain Experts,1
447,https://www.meetup.com/NoCoNET/events/125120462/,qzvdpcyrkblb,Building Location-aware Windows applications with Shawn Kendrot,Talks by Domain Experts,1
448,https://www.meetup.com/Tech-Talent-South-Charlotte/events/225709819/,225709819,Tech Talent South: Beer Cocktails & Branding Beautifully,Others,1
449,https://www.meetup.com/Los-Angeles-Hack-Night/events/228128239/,228128239,Adapting to 2016 BYOP (Bring Your Own Prototype),Open Discussion,1
450,https://www.meetup.com/Los-Angeles-Hack-Night/events/228128239/,228128239,Adapting to 2016 BYOP (Bring Your Own Prototype),Talks by Domain Experts,1
451,https://www.meetup.com/MadPython/events/241873343/,241873343,A quick tour of Allen Downeys Think Complexity,Talks by Domain Experts,1
452,https://www.meetup.com/Durban-Maker-Meetup/events/243269014/,243269014,Skateboard Workshop,Others,1
